CodigoEstacion,CodigoSensor,FechaObservacion,ValorObservado,NombreEstacion,Departamento,Municipio,ZonaHidrografica,Latitud,Longitud,DescripcionSensor,UnidadMedida,Fecha
0014015020,0068,2018 Oct 02 02:00:00 AM,26.7,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2018-10-02T02:00:00.000-05:00
0014015020,0068,2019 Aug 16 02:00:00 AM,26.1,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2019-08-16T02:00:00.000-05:00
0014015020,0068,2015 Jul 30 07:00:00 PM,28.2,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2015-07-30T19:00:00.000-05:00
0014015020,0068,2015 Jan 05 11:00:00 PM,25.3,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2015-01-05T23:00:00.000-05:00
0014015020,0068,2018 Feb 28 12:00:00 PM,27.8,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2018-02-28T12:00:00.000-05:00
0014015020,0068,2018 Jun 21 09:00:00 PM,28.4,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2018-06-21T21:00:00.000-05:00
0014015020,0068,2018 Sep 17 04:00:00 AM,24.2,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2018-09-17T04:00:00.000-05:00
0014015020,0068,2019 Jul 02 11:00:00 AM,34.1,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2019-07-02T11:00:00.000-05:00
0014015020,0068,2017 May 21 10:00:00 PM,27.6,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2017-05-21T22:00:00.000-05:00
0014015020,0068,2015 Mar 16 07:00:00 AM,24.4,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2015-03-16T07:00:00.000-05:00
0014015020,0068,2015 Oct 29 10:00:00 PM,28.2,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2015-10-29T22:00:00.000-05:00
0014015020,0068,2017 Oct 02 12:00:00 AM,27.2,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2017-10-02T00:00:00.000-05:00
0014015020,0068,2015 Dec 12 11:00:00 AM,34.8,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2015-12-12T11:00:00.000-05:00
0014015020,0068,2016 Sep 14 07:00:00 AM,27.4,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2016-09-14T07:00:00.000-05:00
0014015020,0068,2018 Jul 17 11:00:00 PM,27.2,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2018-07-17T23:00:00.000-05:00
0014015020,0068,2016 Apr 28 02:00:00 AM,27.6,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2016-04-28T02:00:00.000-05:00
0014015020,0068,2017 Jan 04 07:00:00 PM,26.1,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2017-01-04T19:00:00.000-05:00
0014015020,0068,2015 Aug 10 09:00:00 AM,31.0,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2015-08-10T09:00:00.000-05:00
0014015020,0068,2019 Jun 19 01:00:00 AM,27.7,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2019-06-19T01:00:00.000-05:00
0014015020,0068,2017 Jan 28 09:00:00 PM,26.1,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2017-01-28T21:00:00.000-05:00
0014015020,0068,2019 Jan 02 09:00:00 PM,25.5,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2019-01-02T21:00:00.000-05:00
0014015020,0068,2014 Oct 06 09:00:00 AM,30.6,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2014-10-06T09:00:00.000-05:00
0014015020,0068,2017 Sep 28 11:00:00 AM,33.1,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2017-09-28T11:00:00.000-05:00
0014015020,0068,2019 Aug 03 05:00:00 AM,27.7,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2019-08-03T05:00:00.000-05:00
0014015020,0068,2016 Feb 04 12:00:00 AM,18.3,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2016-02-04T00:00:00.000-05:00
0014015020,0068,2016 Jul 05 07:00:00 AM,27.2,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2016-07-05T07:00:00.000-05:00
0014015020,0068,2017 Nov 20 02:00:00 AM,27.9,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2017-11-20T02:00:00.000-05:00
0014015020,0068,2016 Nov 08 11:00:00 PM,26.7,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2016-11-08T23:00:00.000-05:00
0014015020,0068,2018 Aug 22 06:00:00 AM,26.1,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2018-08-22T06:00:00.000-05:00
0014015020,0068,2018 May 28 05:00:00 AM,26.6,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2018-05-28T05:00:00.000-05:00
0014015020,0068,2018 Dec 31 02:00:00 PM,28.9,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2018-12-31T14:00:00.000-05:00
0014015020,0068,2015 Feb 25 02:00:00 PM,30.1,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2015-02-25T14:00:00.000-05:00
0014015020,0068,2016 Jul 23 06:00:00 PM,29.6,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2016-07-23T18:00:00.000-05:00
0014015020,0068,2017 Jan 26 02:00:00 PM,31.6,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2017-01-26T14:00:00.000-05:00
0014015020,0068,2014 Nov 11 10:00:00 AM,27.4,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2014-11-11T10:00:00.000-05:00
0014015020,0068,2018 Oct 02 05:00:00 PM,29.4,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2018-10-02T17:00:00.000-05:00
0014015020,0068,2017 Feb 02 05:00:00 PM,29.0,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2017-02-02T17:00:00.000-05:00
0014015020,0068,2019 Mar 03 04:00:00 PM,29.4,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2019-03-03T16:00:00.000-05:00
0014015020,0068,2018 Oct 29 03:00:00 PM,30.6,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2018-10-29T15:00:00.000-05:00
0014015020,0068,2017 Sep 17 06:00:00 AM,27.1,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2017-09-17T06:00:00.000-05:00
0014015020,0068,2017 Apr 10 06:00:00 AM,26.4,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2017-04-10T06:00:00.000-05:00
0014015020,0068,2018 Jan 27 01:00:00 AM,26.3,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2018-01-27T01:00:00.000-05:00
0014015020,0068,2017 Nov 12 09:00:00 PM,28.3,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2017-11-12T21:00:00.000-05:00
0014015020,0068,2018 Jun 30 07:00:00 AM,27.3,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2018-06-30T07:00:00.000-05:00
0014015020,0068,2017 Dec 23 07:00:00 AM,24.3,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2017-12-23T07:00:00.000-05:00
0014015020,0068,2017 Aug 06 02:00:00 AM,26.6,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2017-08-06T02:00:00.000-05:00
0014015020,0068,2015 May 23 06:00:00 AM,26.7,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2015-05-23T06:00:00.000-05:00
0014015020,0068,2015 May 15 03:00:00 PM,29.5,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2015-05-15T15:00:00.000-05:00
0014015020,0068,2017 Nov 10 04:00:00 AM,25.4,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2017-11-10T04:00:00.000-05:00
0014015020,0068,2015 Jan 21 11:00:00 PM,25.6,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2015-01-21T23:00:00.000-05:00
0014015020,0068,2019 Mar 17 12:00:00 PM,29.0,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2019-03-17T12:00:00.000-05:00
0014015020,0068,2015 Nov 26 01:00:00 AM,27.0,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2015-11-26T01:00:00.000-05:00
0014015020,0068,2018 Jul 13 08:00:00 AM,29.7,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2018-07-13T08:00:00.000-05:00
0014015020,0068,2018 Aug 12 07:00:00 AM,27.8,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2018-08-12T07:00:00.000-05:00
0014015020,0068,2015 Jun 19 10:00:00 PM,28.6,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2015-06-19T22:00:00.000-05:00
0014015020,0068,2015 Mar 11 08:00:00 AM,26.7,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2015-03-11T08:00:00.000-05:00
0014015020,0068,2017 Jul 29 05:00:00 PM,29.9,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2017-07-29T17:00:00.000-05:00
0014015020,0068,2015 Jun 29 04:00:00 AM,26.9,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2015-06-29T04:00:00.000-05:00
0014015020,0068,2015 Mar 12 08:00:00 PM,25.4,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2015-03-12T20:00:00.000-05:00
0014015020,0068,2016 Oct 27 11:00:00 PM,27.0,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2016-10-27T23:00:00.000-05:00
0014015020,0068,2015 Oct 22 11:00:00 AM,33.2,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2015-10-22T11:00:00.000-05:00
0014015020,0068,2015 Sep 18 08:00:00 PM,29.0,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2015-09-18T20:00:00.000-05:00
0014015020,0068,2017 Mar 19 02:00:00 AM,25.5,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2017-03-19T02:00:00.000-05:00
0014015020,0068,2014 Oct 01 09:00:00 PM,29.2,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2014-10-01T21:00:00.000-05:00
0014015020,0068,2014 Dec 25 01:00:00 PM,33.1,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2014-12-25T13:00:00.000-05:00
0014015020,0068,2017 May 22 04:00:00 PM,31.9,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2017-05-22T16:00:00.000-05:00
0014015020,0068,2019 Jun 06 05:00:00 PM,26.1,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2019-06-06T17:00:00.000-05:00
0014015020,0068,2014 Sep 11 12:00:00 AM,28.3,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2014-09-11T00:00:00.000-05:00
0014015020,0068,2019 Apr 03 08:00:00 PM,27.0,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2019-04-03T20:00:00.000-05:00
0014015020,0068,2017 Jan 21 03:00:00 AM,24.5,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2017-01-21T03:00:00.000-05:00
0014015020,0068,2019 May 10 03:00:00 PM,28.7,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2019-05-10T15:00:00.000-05:00
0014015020,0068,2019 Aug 09 12:00:00 AM,28.2,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2019-08-09T00:00:00.000-05:00
0014015020,0068,2015 Aug 31 05:00:00 PM,31.0,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2015-08-31T17:00:00.000-05:00
0014015020,0068,2018 Nov 28 12:00:00 AM,25.1,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2018-11-28T00:00:00.000-05:00
0014015020,0068,2018 Mar 01 05:00:00 PM,27.7,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2018-03-01T17:00:00.000-05:00
0014015020,0068,2019 Aug 14 02:00:00 AM,24.9,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2019-08-14T02:00:00.000-05:00
0014015020,0068,2015 Nov 17 06:00:00 PM,27.3,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2015-11-17T18:00:00.000-05:00
0014015020,0068,2014 Dec 16 05:00:00 PM,28.4,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2014-12-16T17:00:00.000-05:00
0014015020,0068,2017 Nov 28 08:00:00 AM,29.1,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2017-11-28T08:00:00.000-05:00
0014015020,0068,2018 Jan 04 09:00:00 AM,29.3,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2018-01-04T09:00:00.000-05:00
0014015020,0068,2017 Jan 13 03:00:00 PM,28.8,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2017-01-13T15:00:00.000-05:00
0014015020,0068,2015 Sep 19 04:00:00 AM,26.9,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2015-09-19T04:00:00.000-05:00
0014015020,0068,2019 Jul 27 06:00:00 PM,30.1,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2019-07-27T18:00:00.000-05:00
0014015020,0068,2015 May 27 03:00:00 PM,30.1,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2015-05-27T15:00:00.000-05:00
0014015020,0068,2016 May 14 02:00:00 PM,31.9,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2016-05-14T14:00:00.000-05:00
0014015020,0068,2015 Nov 12 05:00:00 PM,29.8,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2015-11-12T17:00:00.000-05:00
0014015020,0068,2015 Dec 14 03:00:00 AM,27.0,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2015-12-14T03:00:00.000-05:00
0014015020,0068,2017 Feb 27 08:00:00 PM,26.9,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2017-02-27T20:00:00.000-05:00
0014015020,0068,2014 Nov 08 12:00:00 PM,32.5,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2014-11-08T12:00:00.000-05:00
0014015020,0068,2017 Oct 22 07:00:00 PM,29.4,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2017-10-22T19:00:00.000-05:00
0014015020,0068,2014 Dec 27 02:00:00 PM,32.4,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2014-12-27T14:00:00.000-05:00
0014015020,0068,2015 Feb 23 04:00:00 PM,31.7,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2015-02-23T16:00:00.000-05:00
0014015020,0068,2014 Nov 06 05:00:00 AM,25.9,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2014-11-06T05:00:00.000-05:00
0014015020,0068,2019 Aug 04 07:00:00 PM,29.4,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2019-08-04T19:00:00.000-05:00
0014015020,0068,2018 Aug 06 07:00:00 PM,28.1,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2018-08-06T19:00:00.000-05:00
0014015020,0068,2017 Nov 15 12:00:00 AM,27.3,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2017-11-15T00:00:00.000-05:00
0014015020,0068,2019 Jun 03 03:00:00 AM,26.5,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2019-06-03T03:00:00.000-05:00
0014015020,0068,2014 Oct 05 08:00:00 PM,28.1,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2014-10-05T20:00:00.000-05:00
0014015020,0068,2018 Mar 31 03:00:00 AM,25.5,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2018-03-31T03:00:00.000-05:00
0014015020,0068,2018 Nov 06 04:00:00 AM,25.7,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2018-11-06T04:00:00.000-05:00
0014015020,0068,2016 Apr 20 06:00:00 PM,29.2,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2016-04-20T18:00:00.000-05:00
0014015020,0068,2019 Mar 07 06:00:00 AM,25.2,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2019-03-07T06:00:00.000-05:00
0014015020,0068,2018 Sep 09 10:00:00 AM,32.4,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2018-09-09T10:00:00.000-05:00
0014015020,0068,2017 Feb 04 04:00:00 AM,25.1,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2017-02-04T04:00:00.000-05:00
0014015020,0068,2016 Nov 23 06:00:00 AM,26.6,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2016-11-23T06:00:00.000-05:00
0014015020,0068,2019 Aug 10 06:00:00 AM,27.1,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2019-08-10T06:00:00.000-05:00
0014015020,0068,2017 Apr 26 07:00:00 AM,28.7,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2017-04-26T07:00:00.000-05:00
0014015020,0068,2018 Jul 30 02:00:00 PM,30.9,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2018-07-30T14:00:00.000-05:00
0014015020,0068,2018 Nov 08 06:00:00 PM,28.4,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2018-11-08T18:00:00.000-05:00
0014015020,0068,2016 Sep 17 09:00:00 PM,28.8,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2016-09-17T21:00:00.000-05:00
0014015020,0068,2019 Aug 12 07:00:00 PM,28.9,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C,2019-08-12T19:00:00.000-05:00
